State,County,Cases,Population,per_gop,per_dem,cases_per_pop
Massachusetts,Bristol,17337,"565,217",0.205529515,0.775562088,0.030673175
Georgia,Twiggs,249,"8,120",0.533573682,0.459666516,0.030665025
North Carolina,Forsyth,11723,"382,295",0.42412669,0.563155959,0.030664801
Wisconsin,Vernon,945,"30,822",0.516404777,0.468698931,0.030659918
Montana,Park,509,"16,606",0.518601447,0.454443679,0.030651572
Kentucky,Grayson,810,"26,427",0.832415692,0.158293187,0.030650471
Illinois,Massac,422,"13,772",0.661516633,0.31593883,0.030641882
Arkansas,Drew,558,"18,219",0.630614915,0.350050879,0.030627367
Ohio,Fairfield,4823,"157,574",0.609307399,0.375458077,0.030607841
Georgia,Jasper,435,"14,219",0.761643119,0.230376766,0.030592869
Kentucky,Cumberland,202,"6,614",0.630036556,0.350995126,0.030541276
Texas,Comanche,416,"13,635",0.850920447,0.140039448,0.030509718
Minnesota,Houston,567,"18,600",0.553738522,0.424223874,0.030483871
Kansas,Montgomery,969,"31,829",0.731835732,0.253071253,0.030443935
Ohio,Lucas,13035,"428,348",0.408595971,0.574650301,0.030430865
Nebraska,Hitchcock,84,"2,762",0.860655738,0.118852459,0.030412744
Tennessee,Hawkins,1727,"56,786",0.822247336,0.164231514,0.030412426
Kentucky,Harlan,791,"26,010",0.715463685,0.271094544,0.03041138
Oklahoma,Stephens,1312,"43,143",0.816497875,0.16550349,0.030410495
Oregon,Jefferson,749,"24,658",0.603805932,0.369106806,0.030375537
Nebraska,McPherson,15,494,0.757967158,0.220224573,0.030364372
Idaho,Custer,131,"4,315",0.710044096,0.254875061,0.030359212
Missouri,Knox,120,"3,959",0.800646552,0.183189655,0.030310685
Virginia,Alexandria,4831,"159,428",0.715297277,0.273837138,0.03030208
Ohio,Paulding,565,"18,672",0.746443966,0.234051724,0.030259212
Kentucky,Todd,372,"12,294",0.744,0.242847458,0.030258663
Delaware,New Castle,16900,"558,753",0.3064484,0.678838163,0.030245923
New Mexico,Bernalillo,20539,"679,121",0.366832418,0.60901526,0.030243506
Georgia,Lee,907,"29,992",0.718379801,0.272705516,0.030241398
Nebraska,Arthur,14,463,0.915492958,0.073943662,0.030237581
Texas,Hays,6960,"230,191",0.435821801,0.544127107,0.030235761
Texas,Palo Pinto,882,"29,189",0.815034461,0.174467062,0.030216863
Ohio,Holmes,1328,"43,960",0.831056289,0.154656882,0.030209281
North Carolina,Chatham,2248,"74,470",0.435849135,0.551502857,0.030186652
New York,Chemung,2518,"83,456",0.612652468,0.365701826,0.030171587
Virginia,Winchester,847,"28,078",0.454112207,0.529641743,0.030165966
Kentucky,Greenup,1058,"35,098",0.685633312,0.294528014,0.030144168
Kansas,Smith,108,"3,583",0.808626673,0.176003966,0.030142339
West Virginia,Logan,965,"32,019",0.808951545,0.179107927,0.030138355
Texas,Zapata,427,"14,179",0.525471942,0.470649082,0.030114959
Nebraska,Blaine,14,465,0.883280757,0.110410095,0.030107527
Kentucky,Bullitt,2458,"81,676",0.809795918,0.176,0.03009452
Nebraska,Stanton,178,"5,920",0.809162717,0.168088468,0.030067568
Michigan,Midland,2500,"83,156",0.563530967,0.417227703,0.030063976
Michigan,Genesee,12199,"405,813",0.444900412,0.538559172,0.030060644
Michigan,Van Buren,2274,"75,677",0.552764977,0.430107527,0.03004876
Texas,Hill,1101,"36,649",0.799636192,0.190594893,0.030041747
Maryland,Allegany,2115,"70,416",0.443777991,0.537253471,0.030035787
Texas,Coryell,2281,"75,951",0.657289221,0.321963714,0.030032521
South Carolina,Berkeley,6841,"227,907",0.54947443,0.432929981,0.03001663
Missouri,St. Clair,282,"9,397",0.785894207,0.194962217,0.030009578
Oklahoma,Wagoner,2437,"81,289",0.740421076,0.239515536,0.029979456
Kansas,Mitchell,179,"5,979",0.741291645,0.238825226,0.029938117
North Carolina,Jackson,1315,"43,938",0.530347978,0.448368414,0.029928536
North Carolina,Watauga,1679,"56,177",0.451103207,0.532718517,0.029887676
North Carolina,Mitchell,447,"14,964",0.785825893,0.206696429,0.029871692
Texas,Orange,2491,"83,396",0.810863401,0.176627564,0.029869538
Illinois,Edwards,191,"6,395",0.786880941,0.194317525,0.029867084
Massachusetts,Hampden,13929,"466,372",0.254044486,0.723204909,0.029866716
Virginia,Smyth,898,"30,104",0.373421927,0.610087587,0.029829923
Oklahoma,Pawnee,488,"16,376",0.776156793,0.200854701,0.029799707
Georgia,Dade,480,"16,116",0.81598063,0.169626043,0.029784066
North Carolina,Rockingham,2710,"91,010",0.656146144,0.334688089,0.029776948
Virginia,Lynchburg,2446,"82,168",0.697916667,0.283436924,0.02976828
North Carolina,Union,7130,"239,859",0.616165283,0.372264916,0.029725797
Wyoming,Johnson,251,"8,445",0.78978429,0.182539683,0.029721729
Washington,Douglas,1290,"43,429",0.613555696,0.367287402,0.029703654
West Virginia,Mineral,798,"26,868",0.782801138,0.20384129,0.029700759
New Mexico,Socorro,494,"16,637",0.45467244,0.51976533,0.029692853
Georgia,Schley,156,"5,257",0.791208791,0.203076923,0.029674719
Maryland,Wicomico,3071,"103,609",0.10908525,0.872333803,0.029640282
Texas,Fayette,751,"25,346",0.78636645,0.205044878,0.029629922
Colorado,El Paso,21308,"720,403",0.739570982,0.236876145,0.029577889
Colorado,Garfield,1776,"60,061",0.475787805,0.49778688,0.029569937
Connecticut,New Haven,25248,"854,757",0.3974114,0.58912768,0.02953822
Kentucky,Daviess,2993,"101,511",0.787473495,0.200130484,0.029484489
Michigan,Isabella,2060,"69,872",0.503757353,0.478492978,0.029482482
Texas,Martin,170,"5,771",0.891472868,0.102713178,0.029457633
Ohio,Fayette,840,"28,525",0.749288907,0.2365705,0.029447853
West Virginia,Ohio,1219,"41,411",0.621429298,0.362864695,0.029436623
Michigan,Clinton,2341,"79,595",0.523882093,0.458498601,0.029411395
Kentucky,Oldham,1964,"66,799",0.786656891,0.201246334,0.029401638
Ohio,Ross,2253,"76,666",0.66665642,0.318004365,0.029387212
Montana,Lake,895,"30,458",0.560811217,0.41589938,0.029384727
Indiana,Putnam,1104,"37,576",0.750315942,0.226755732,0.029380456
Texas,Nacogdoches,1915,"65,204",0.648813306,0.335974584,0.029369364
Virginia,Wise,1097,"37,383",0.514570408,0.462304945,0.029344889
Idaho,Elmore,806,"27,511",0.87710084,0.098589436,0.029297372
Colorado,Mesa,4515,"154,210",0.624871146,0.352661419,0.029278257
Indiana,Greene,934,"31,922",0.522317135,0.454452884,0.029258818
Indiana,Huntington,1067,"36,520",0.756575528,0.223619919,0.029216867
Maryland,Dorchester,932,"31,929",0.774609505,0.205915587,0.029189765
Texas,Reeves,466,"15,976",0.610643497,0.378495791,0.029168753
Ohio,Lawrence,1733,"59,463",0.720421482,0.268093485,0.029144174
Colorado,Boulder,9503,"326,196",0.202824856,0.775632521,0.029132791
Texas,Erath,1243,"42,698",0.811842965,0.173071212,0.029111434
Maryland,Montgomery,30580,"1,050,688",0.627078303,0.352155916,0.029104739
Georgia,Heard,347,"11,923",0.836761164,0.152677413,0.029103414
New Jersey,Monmouth,18006,"618,795",0.485939027,0.501934024,0.02909849
Minnesota,Kanabec,475,"16,337",0.679662118,0.300303227,0.029075106
Virginia,Shenandoah,1268,"43,616",0.465538393,0.486449562,0.0290719
Illinois,Hardin,111,"3,821",0.654709748,0.32475356,0.029049987
Indiana,Hancock,2270,"78,168",0.719972274,0.264085553,0.029040016
Kentucky,Magoffin,353,"12,161",0.759723965,0.224592221,0.029027218
Missouri,Shelby,172,"5,930",0.67663728,0.30468094,0.029005059
Texas,Angelina,2515,"86,715",0.723980594,0.263832737,0.029003056
Pennsylvania,Berks,12215,"421,164",0.532894373,0.450345317,0.029002954
Arkansas,Baxter,1216,"41,932",0.754006105,0.220574208,0.028999332
Oklahoma,Beaver,154,"5,311",0.903581267,0.087235996,0.028996423
Missouri,Ozark,266,"9,174",0.83449692,0.154414784,0.028994986
Georgia,Hart,759,"26,205",0.743615935,0.248055315,0.028963938
Texas,Dickens,64,"2,211",0.862944162,0.131979695,0.028946178
North Carolina,Warren,571,"19,731",0.366317233,0.621534241,0.028939233
Ohio,Union,1707,"58,988",0.646598453,0.334520982,0.028938089
Kentucky,Johnson,642,"22,188",0.585559057,0.392599443,0.028934559
California,Marin,7489,"258,826",0.151142135,0.832339478,0.028934497
California,Colusa,623,"21,547",0.573383733,0.405891554,0.028913538
Missouri,Warren,1030,"35,649",0.806859206,0.180906538,0.028892816
California,Glenn,820,"28,393",0.636891794,0.343915344,0.028880358
Colorado,Jefferson,16811,"582,881",0.393281619,0.578835374,0.028841221
Missouri,Chariton,214,"7,426",0.763132057,0.224840452,0.028817668
Kansas,Sumner,658,"22,836",0.864256732,0.118406492,0.028814153
Missouri,Worth,58,"2,013",0.852534035,0.133508752,0.028812717
Georgia,Houston,4544,"157,863",0.554178286,0.430063912,0.028784452
Oklahoma,Ellis,111,"3,859",0.901227977,0.086492258,0.028763928
Virginia,Washington,1544,"53,740",0.365332001,0.616872457,0.028730927
Missouri,Vernon,590,"20,563",0.719642954,0.259565667,0.028692311
Ohio,Van Wert,811,"28,275",0.776731902,0.204916368,0.028682582
Missouri,Cedar,411,"14,349",0.82199176,0.16238102,0.028643111
Arkansas,Woodruff,181,"6,320",0.624949372,0.343863913,0.028639241
West Virginia,Wyoming,584,"20,394",0.854920448,0.135415439,0.028635873
North Carolina,Cabarrus,6197,"216,453",0.539521256,0.44501465,0.028629772
Ohio,Wyandot,623,"21,772",0.741593239,0.241862974,0.028614735
Virginia,Northampton,335,"11,710",0.453832362,0.537203048,0.028608027
Missouri,Douglas,377,"13,185",0.843008293,0.144695453,0.028593098
Wyoming,Lincoln,567,"19,830",0.826157363,0.143741665,0.028593041
Georgia,Marion,239,"8,359",0.382453882,0.612827113,0.028591937
Oklahoma,Latimer,288,"10,073",0.808896211,0.179336314,0.028591284
Indiana,Rush,474,"16,581",0.460003289,0.518144132,0.028586937
Indiana,Parke,484,"16,937",0.611747195,0.366613236,0.028576489
Colorado,Saguache,195,"6,824",0.416242134,0.556487863,0.028575615
Minnesota,Lake,304,"10,641",0.471111111,0.506388889,0.028568744
Kentucky,Russell,512,"17,923",0.613609672,0.364905009,0.028566646
Washington,Chelan,2201,"77,200",0.528250447,0.446671994,0.028510363
Tennessee,Montgomery,5956,"208,993",0.549779598,0.422885313,0.028498562
Michigan,Ionia,1843,"64,697",0.641439707,0.338467749,0.028486638
Michigan,Hillsdale,1298,"45,605",0.731578495,0.252619375,0.028461791
Texas,Sherman,86,"3,022",0.893939394,0.091919192,0.028457975
Tennessee,Morgan,609,"21,403",0.842784132,0.141275249,0.028453955
Arkansas,Grant,519,"18,265",0.828473832,0.154690741,0.028415001
Indiana,Pulaski,351,"12,353",0.739861404,0.237782465,0.02841415
Texas,Crosby,163,"5,737",0.714797747,0.26984127,0.028412062
Kansas,Wilson,242,"8,525",0.794786096,0.189171123,0.028387097
Texas,Hutchinson,594,"20,938",0.876215536,0.109484041,0.028369472
Michigan,Keweenaw,60,"2,116",0.553628773,0.431599229,0.028355388
Colorado,Yuma,284,"10,019",0.826407369,0.156192426,0.028346142
Ohio,Seneca,1563,"55,178",0.661045731,0.32173604,0.028326507
Nebraska,Cherry,161,"5,689",0.871056662,0.11424196,0.028300229
Kentucky,Boone,3780,"133,581",0.641916416,0.341802344,0.028297438
Georgia,Rockdale,2572,"90,896",0.291144631,0.699262613,0.028296075
Kentucky,Estill,399,"14,106",0.385454331,0.593237436,0.028285836
Texas,Travis,35984,"1,273,954",0.264294238,0.714111934,0.028245918
Ohio,Mahoning,6459,"228,683",0.502732381,0.483386951,0.028244338
Connecticut,Hartford,25182,"891,720",0.355389073,0.628934116,0.028239806
North Carolina,Davidson,4730,"167,609",0.732948045,0.253382084,0.028220442
Virginia,Bristol,473,"16,762",0.835024616,0.159449412,0.02821859
Kentucky,Simpson,524,"18,572",0.764458833,0.221366699,0.028214516
North Carolina,Pamlico,359,"12,726",0.635895404,0.356444797,0.028209964
West Virginia,Kanawha,5024,"178,124",0.562017536,0.416324191,0.028205071
Nevada,Lander,156,"5,532",0.84299308,0.137543253,0.028199566
Oklahoma,Carter,1355,"48,111",0.754607526,0.229477899,0.028164037
Georgia,Harris,992,"35,236",0.714520958,0.272305389,0.028153025
Texas,Roberts,24,854,0.961818182,0.030909091,0.028103044
New Mexico,Valencia,2155,"76,688",0.539935502,0.439932371,0.028100876
Oklahoma,Cimarron,60,"2,137",0.920303605,0.066413662,0.028076743
District of Columbia,District of Columbia,19808,"705,749",0.036756238,0.943985925,0.028066636
Alabama,Coosa,299,"10,663",0.662646199,0.327850877,0.028040889
Kentucky,Casey,453,"16,159",0.631940661,0.347651175,0.028033913
Virginia,Suffolk,2582,"92,108",0.696305573,0.290544771,0.02803231
Texas,Grayson,3818,"136,212",0.744996596,0.242052417,0.028029836
Georgia,Catoosa,1894,"67,580",0.769821363,0.212039643,0.028026043
Kentucky,Montgomery,789,"28,157",0.77633243,0.211743451,0.028021451
Michigan,Monroe,4217,"150,500",0.604313083,0.378053954,0.028019934
Illinois,Marshall,320,"11,438",0.556239487,0.417545045,0.027976919
Virginia,Brunswick,454,"16,231",0.560434139,0.428095708,0.027971166
South Dakota,Marshall,138,"4,935",0.713103448,0.265172414,0.027963526
Arkansas,Conway,582,"20,846",0.656405509,0.300081009,0.027919025
West Virginia,Monongalia,2948,"105,612",0.493301173,0.479163184,0.027913495
Ohio,Greene,4710,"168,937",0.588078415,0.392802715,0.027880216
Kentucky,Floyd,991,"35,589",0.495030508,0.485436893,0.027845683
Kentucky,Jessamine,1506,"54,115",0.828607868,0.157657216,0.027829622
Missouri,Bates,450,"16,172",0.781861292,0.198221695,0.027825872
North Carolina,Craven,2842,"102,139",0.585306122,0.398234457,0.027824827
North Carolina,Guilford,14942,"537,174",0.378320134,0.610019168,0.02781594
Montana,Liberty,65,"2,337",0.758079409,0.229916898,0.027813436
Kentucky,Boyd,1299,"46,718",0.613257759,0.36621276,0.027805129
Kentucky,Spencer,538,"19,351",0.749480416,0.236690647,0.027802181
Washington,Okanogan,1174,"42,243",0.543479541,0.439740948,0.027791587
Texas,Atascosa,1418,"51,153",0.664639204,0.324301908,0.027720759
Oklahoma,Washita,302,"10,916",0.855348545,0.125183169,0.027665812
Nevada,Carson City,1545,"55,916",0.726865552,0.237223066,0.027630732
Ohio,Hancock,2093,"75,783",0.67885997,0.30356062,0.027618331
Virginia,Carroll,822,"29,791",0.463556563,0.522608385,0.027592226
Virginia,Russell,733,"26,586",0.329950745,0.648922913,0.027570902
Colorado,Lake,224,"8,127",0.399864319,0.575599966,0.027562446
Kentucky,Carroll,293,"10,631",0.757444972,0.228053517,0.027560907
Texas,Kent,21,762,0.88961039,0.101731602,0.027559055
Kentucky,Pike,1590,"57,876",0.742140719,0.239708084,0.027472527
Missouri,Gasconade,404,"14,706",0.784219813,0.201789766,0.02747178
Texas,Robertson,469,"17,074",0.696905941,0.291955446,0.027468666
West Virginia,Putnam,1550,"56,450",0.701196762,0.275395987,0.027457927
Kentucky,Garrard,485,"17,666",0.785611381,0.198541329,0.027453866
Missouri,Dent,427,"15,573",0.838280594,0.147857743,0.027419251
North Carolina,New Hanover,6421,"234,473",0.482925093,0.501926439,0.027384816
Kentucky,Rockcastle,457,"16,695",0.595943528,0.385762577,0.027373465
Indiana,Jennings,758,"27,735",0.658348761,0.317918852,0.027330088
Texas,Johnson,4788,"175,817",0.758021911,0.228256034,0.027232861
Texas,Kenedy,11,404,0.654639175,0.335051546,0.027227723
Michigan,Allegan,3212,"118,081",0.615953678,0.363892114,0.027201667
Kentucky,Kenton,4542,"166,998",0.764517677,0.225883859,0.027197931
Texas,Liberty,2399,"88,219",0.794432694,0.197141298,0.027193688
Ohio,Licking,4806,"176,862",0.631220734,0.351998258,0.027173729
North Carolina,Pender,1713,"63,060",0.64269524,0.34308675,0.027164605
Texas,Bosque,507,"18,685",0.818781614,0.170661975,0.027134065
Kentucky,Henry,437,"16,126",0.779445202,0.208276489,0.027099095
New York,Sullivan,2044,"75,432",0.577587167,0.408265568,0.027097253
Texas,Hardin,1560,"57,602",0.863944838,0.125167846,0.027082393
Texas,Burnet,1303,"48,155",0.759595878,0.227826016,0.027058457
California,San Benito,1694,"62,808",0.365440886,0.614432582,0.026971086
Virginia,Richmond City,6215,"230,436",0.170285714,0.816685714,0.026970612
Missouri,Pulaski,1418,"52,607",0.716138428,0.25903322,0.026954588
Georgia,Paulding,4545,"168,667",0.638654674,0.347800593,0.026946587
Georgia,Glascock,80,"2,971",0.895913155,0.098978289,0.026926961
Kansas,Greenwood,161,"5,982",0.817204301,0.160095579,0.026914076
Ohio,Ottawa,1090,"40,525",0.607226355,0.376068013,0.026896977
Michigan,Barry,1652,"61,550",0.65358913,0.328674055,0.026839968
Maryland,Worcester,1403,"52,276",0.368505609,0.610853937,0.02683832
California,Sutter,2601,"96,971",0.557090828,0.422780728,0.026822452
North Carolina,Iredell,4874,"181,806",0.656019195,0.33004858,0.026808796
Montana,Golden Valley,22,821,0.82306163,0.155069583,0.02679659
Kentucky,Scott,1525,"57,004",0.639452893,0.34304647,0.026752509
North Carolina,Harnett,3635,"135,976",0.60459356,0.378275856,0.026732659
Idaho,Boundary,327,"12,245",0.849469965,0.132862191,0.026704777
Michigan,Tuscola,1394,"52,245",0.688591287,0.295406001,0.026681979
Ohio,Fulton,1123,"42,126",0.690434549,0.29351092,0.026658121
Kansas,Osage,425,"15,949",0.835084034,0.144432773,0.026647439
New Jersey,Atlantic,7023,"263,670",0.461839412,0.522655243,0.026635567
Pennsylvania,Bradford,1605,"60,323",0.715797179,0.265437849,0.026606767
Indiana,Morgan,1872,"70,489",0.748107781,0.228428701,0.026557335
Texas,Archer,227,"8,553",0.896580484,0.092994162,0.026540395
North Carolina,Moore,2677,"100,880",0.631095186,0.355662876,0.026536479
Massachusetts,Worcester,22038,"830,622",0.398623349,0.574561038,0.026531924
Wyoming,Hot Springs,117,"4,413",0.775708188,0.187039193,0.026512576
Kentucky,Rowan,648,"24,460",0.839691241,0.148674348,0.026492232
Ohio,Athens,1730,"65,327",0.417510854,0.564680817,0.026482159
Colorado,Chaffee,539,"20,356",0.453744493,0.522173275,0.02647868
New Jersey,Gloucester,7718,"291,636",0.480091378,0.500437258,0.026464497
New Mexico,Santa Fe,3977,"150,358",0.224545331,0.758856341,0.026450206
Minnesota,Fillmore,557,"21,067",0.601351351,0.375,0.026439455
Pennsylvania,Union,1187,"44,923",0.61470266,0.367417073,0.02642299
New Mexico,Rio Arriba,1028,"38,921",0.326449034,0.659923687,0.026412477
Montana,Ravalli,1157,"43,806",0.670515971,0.307371007,0.026411907
Indiana,Franklin,601,"22,758",0.73183315,0.249615807,0.026408296
Georgia,Jones,758,"28,735",0.665842577,0.326606976,0.02637898
Kentucky,Mercer,578,"21,933",0.789190267,0.194056641,0.026352984
Texas,Medina,1359,"51,584",0.691199929,0.298254165,0.026345378
North Carolina,Yancey,476,"18,069",0.66309165,0.326006027,0.026343461
West Virginia,Cabell,2421,"91,945",0.582687865,0.400407664,0.026330959
Texas,Mills,128,"4,873",0.884892086,0.108313349,0.026267187
Michigan,Newaygo,1286,"48,980",0.694448535,0.289868944,0.026255615
Texas,Montgomery,15920,"607,391",0.71254356,0.273826865,0.026210464
Ohio,Erie,1945,"74,266",0.549654631,0.433722136,0.026189643
Texas,Fannin,930,"35,514",0.811677467,0.176230877,0.026186856
Texas,San Patricio,1747,"66,730",0.638104449,0.347040619,0.026180129
Missouri,Ray,602,"23,018",0.714604428,0.266603741,0.026153445
Arkansas,Montgomery,235,"8,986",0.786923678,0.18806981,0.026151792
Ohio,Cuyahoga,32296,"1,235,072",0.322318378,0.66468903,0.026149083
Indiana,Warren,216,"8,265",0.629323575,0.351758942,0.026134301
Virginia,Roanoke,2460,"94,186",0.367650707,0.621433887,0.026118531
Colorado,San Juan,19,728,0.358792185,0.607460036,0.026098901
Kentucky,Marshall,811,"31,100",0.76643408,0.222732281,0.02607717
Maryland,Anne Arundel,15103,"579,234",0.394726829,0.588475651,0.026074091
Pennsylvania,Mifflin,1202,"46,138",0.775531266,0.213913778,0.026052278
West Virginia,Boone,559,"21,457",0.754202382,0.22587109,0.026052104
Texas,Colorado,559,"21,493",0.750605327,0.242433414,0.026008468
Michigan,Ingham,7598,"292,406",0.329012341,0.650710995,0.025984419
Ohio,Williams,953,"36,692",0.722689995,0.258392564,0.025972964
Virginia,Pittsylvania,1565,"60,354",0.526319927,0.456177126,0.025930344
Kentucky,Edmonson,315,"12,150",0.749916528,0.237729549,0.025925926
Massachusetts,Plymouth,13505,"521,202",0.429311701,0.546201477,0.025911259
Kentucky,Livingston,238,"9,194",0.734407905,0.250607484,0.025886448
